rank,value_score,model,year,km,price,motivation_score,price_drop_pct,num_price_cuts,bump_count,days_on_market,is_clean,is_bayi,damage_changed_count,damage_painted_count,damage_local_painted_count,feature_count,battery,seller_type,heavy_damage_record,km_per_year,price_score,km_score,damage_score,feature_score,depr_score,trim_mult,clean_bonus,bayi_bonus,new_changed_penalty,price_history,dq_reason,sahibinden_id,title,url
152,45.7,4S,2024,32000,13750000,1.8,0.0,0,0,16,Yes,Yes,0.0,0.0,0.0,42.0,PB Plus (105 kWh),Galeriden,Hayır,16000,-0.988,0.467,1.0,0.737,1.0,1.0,5.0,3.0,0.0,"13,750,000 (09 Jun 26)",,1320590704,BAYİ! 2024 YENİ KASA 4SPP PORSCHE TAYCAN ARKA AKS FULL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-2024-yeni-kasa-4spp-porsche-taycan-arka-aks-full-1320590704/detay
153,45.2,4S,2021,52500,8195000,26.2,6.5,2,1,52,Yes,Yes,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,10500,-0.332,0.65,1.0,0.526,0.25,1.0,5.0,3.0,0.0,"8,765,000 (04 May 26) -> 8,595,000 (09 Jun 26) -> 8,195,000 (25 Jun 26)",,1313376470,| UNIQ AUTO | 2021 TAYCAN 4S PP 22''AIR MATIC GARANTİ BAYİ BYSZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-uniq-auto-2021-taycan-4s-pp-22-air-matic-garanti-bayi-bysz-1313376470/detay
154,44.7,Turbo S,2020,14000,9850000,35.3,0.0,1,8,138,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,2333,-0.639,0.922,1.0,0.561,0.1,1.08,5.0,3.0,0.0,"9,150,000 (07 Feb 26) -> 8,950,000 (17 Mar 26) -> 9,150,000 (04 May 26) -> 9,250,000 (01 Jun 26) -> 9,850,000 (21 Jun 26)",,1265739722,BAYİİ//14.0­00KM//ARKA AKS//BUZ MAVİ FAR//SERAMİK FREN//RACE TEXT,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayii-14.000km-arka-aks-buz-mavi-far-seramik-fren-race-text-1265739722/detay
155,44.6,4S,2020,92000,6995000,0.9,0.0,0,0,8,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15333,0.126,0.489,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"6,995,000 (17 Jun 26)",,1322035166,UMAY'S AUTODAN HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-umay-s-autodan-hatasiz-2020-porsche-taycan-4s-performance-bayi-1322035166/detay
156,44.5,Taycan,2022,86000,7290000,0.4,0.0,0,0,4,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,21500,0.129,0.283,1.0,0.0,0.4,0.95,5.0,3.0,0.0,"7,290,000 (21 Jun 26)",,1322978704,PORSCHE TAYCAN 2022/BAYİİ/­PERFORMANS PLUS/CHRONO/­AİR/BOSE/476 HP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-2022-bayii-performans-plus-chrono-air-bose-476-hp-1322978704/detay
157,44.5,4S,2020,63000,7100000,12.9,1.4,1,2,24,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,10500,-0.008,0.65,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,200,000 (01 Jun 26) -> 7,100,000 (09 Jun 26)",,1317812352,CELEPLER'DEN HATASIZ BAYİİ TAYCAN 4S P.PLUS- 65BİN KM-BOSE-CHRON,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-celepler-den-hatasiz-bayii-taycan-4s-p.plus-65bin-km-bose-chron-1317812352/detay
158,44.2,4S,2020,54500,7150000,1.8,0.0,0,0,16,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,9083,-0.072,0.697,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,150,000 (09 Jun 26)",,1319968323,AHK'DAN 2020 Taycan 4S Performans PLUS Gece Görüş İçi Trüf,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ahk-dan-2020-taycan-4s-performans-plus-gece-gorus-ici-truf-1319968323/detay
159,44.0,4S,2020,81000,7100000,11.9,0.0,0,2,71,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,13500,-0.008,0.55,1.0,0.526,0.1,1.0,5.0,0.0,0.0,"7,100,000 (15 Apr 26)",,1311077164,2020/ PORSCHE TAYCAN 4S/ BOSE+360°+I­SITMA+81BİN KM+HAFIZA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsche-taycan-4s-bose-plus360-plusisitma-plus81bin-km-plushafiza-1311077164/detay
160,43.5,Turbo,2020,47000,8900000,25.3,0.0,0,5,138,Yes,Yes,0.0,0.0,0.0,31.0,PB Plus (93.4 kWh),Galeriden,Hayır,7833,-0.486,0.739,1.0,0.544,0.1,1.05,5.0,3.0,0.0,"8,900,000 (07 Feb 26)",,1051733437,DOĞUŞ GARANTİLİ 2020 TAYCAN TURBO-GECE GRŞ-PDCC-BR­MSTR-AIRMTC,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-garantili-2020-taycan-turbo-gece-grs-pdcc-brmstr-airmtc-1051733437/detay
161,43.3,Taycan,2020,92000,6950000,0.0,0.0,0,0,0,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,15333,0.36,0.489,1.0,0.0,0.1,0.95,5.0,0.0,0.0,"6,950,000 (25 Jun 26)",,1324588310,SAHİBİNDEN EMSALSİZ RENK TAYCAN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-emsalsiz-renk-taycan-1324588310/detay
162,42.8,4S,2020,100000,6550000,15.7,4.4,1,1,24,No,No,0.0,2.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,16667,0.693,0.444,0.75,0.0,0.1,1.0,0.0,0.0,0.0,"6,850,000 (01 Jun 26) -> 6,550,000 (17 Jun 26)",,1318946656,2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP İÇİ KAHVE ARKA AKS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsche-taycan-4s-performance-plus-571hp-ici-kahve-arka-aks-1318946656/detay
163,42.5,4S,2021,19000,7985000,3.8,0.0,0,1,16,No,Yes,0.0,1.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,3800,-0.082,0.873,0.875,0.0,0.25,1.0,0.0,3.0,0.0,"7,955,000 (09 Jun 26) -> 7,985,000 (25 Jun 26)",,1321334864,2021 BAYİ TAYCAN 4S PERFORMANCE PLUS 19.000 KM MOKKA+CHRONO+BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-bayi-taycan-4s-performance-plus-19.000-km-mokka-pluschrono-plusbose-1321334864/detay
164,42.5,4S,2023,23000,10900000,0.9,0.0,0,0,8,Yes,Yes,0.0,0.0,0.0,49.0,PB Plus (93.4 kWh),Galeriden,Hayır,7667,-1.053,0.744,1.0,0.86,0.6,1.0,5.0,3.0,0.0,"10,900,000 (17 Jun 26)",,1322776384,SİYAH'TAN BOYASIZ 2023 TAYCAN 4S PERFORMANCE PLUS BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-siyah-tan-boyasiz-2023-taycan-4s-performance-plus-bayi-1322776384/detay
165,42.5,4S,2024,11000,13950000,1.6,0.0,0,0,14,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Galeriden,Hayır,5500,-1.168,0.817,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"13,950,000 (11 Jun 26)",,1321723717,ÖZTÜRK GROUP HATASIZ BOYASIZ ÖZEL SİPARİŞ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ozturk-group-hatasiz-boyasiz-ozel-siparis-1321723717/detay
166,41.7,Turbo,2020,42000,7200000,17.1,0.0,0,3,100,No,No,1.0,6.0,0.0,4.0,PB Plus (93.4 kWh),Galeriden,Hayır,7000,0.797,0.767,0.0,0.07,0.1,1.05,0.0,0.0,0.0,"7,200,000 (17 Mar 26)",,1303672327,2020 MODEL PORSCHE TAYCAN TURBO DÜŞÜK KM BAKIMLI,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-model-porsche-taycan-turbo-dusuk-km-bakimli-1303672327/detay
167,41.5,4S,2021,73304,7490000,3.8,0.0,0,1,16,No,No,0.0,3.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,14661,0.505,0.511,0.625,0.0,0.25,1.0,0.0,0.0,0.0,"7,490,000 (09 Jun 26)",,1320790216,*K.KARTINA 12 TAKSİT*_2021 PORSCHE TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-k.kartina-12-taksit-2021-porsche-taycan-4s-1320790216/detay
168,41.3,Turbo,2021,9800,8900000,26.2,0.6,1,3,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,1960,-0.707,0.935,1.0,0.0,0.25,1.05,5.0,3.0,0.0,"8,950,000 (07 Feb 26) -> 8,900,000 (01 Jun 26)",,1278730211,BARAN MOTORS 2021 TAYCAN TURBO BAYİİ AKS SOĞUTMA YAN YOLCU,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-baran-motors-2021-taycan-turbo-bayii-aks-sogutma-yan-yolcu-1278730211/detay
169,41.0,Turbo,2020,29875,9000000,33.3,0.0,2,5,138,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,4979,-0.561,0.834,1.0,0.561,0.1,1.05,5.0,0.0,0.0,"8,250,000 (07 Feb 26) -> 8,150,000 (17 Mar 26) -> 8,050,000 (04 May 26) -> 8,500,000 (17 May 26) -> 9,000,000 (09 Jun 26)",,1296957942,Hatasız Turbo+Burmester­+PDCC+Full+Full 29bin km İçi Bordo,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-turbo-plusburmester-pluspdcc-plusfull-plusfull-29bin-km-ici-bordo-1296957942/detay
170,40.8,4S,2020,63000,7150000,20.0,1.4,1,4,52,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,10500,-0.072,0.65,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,250,000 (04 May 26) -> 7,150,000 (09 Jun 26)",,1312288697,2020 PORSCHE TAYCAN | 4S PERFORMANCE PLUS | AKS | YOLCU EKRANI,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsche-taycan-4s-performance-plus-aks-yolcu-ekrani-1312288697/detay
171,40.7,4S,2020,69000,7000000,14.3,0.0,1,0,93,No,No,0.0,1.0,0.0,30.0,PB (79.2 kWh),Sahibinden,Hayır,11500,0.12,0.617,0.875,0.526,0.1,1.0,0.0,0.0,0.0,"6,750,000 (24 Mar 26) -> 6,600,000 (26 Mar 26) -> 7,000,000 (25 Jun 26)",,1306019124,SAHİBİNDEN UZUN MENZİLLİ BLACK EDİTİON TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-uzun-menzilli-black-edition-taycan-4s-1306019124/detay
172,40.5,4S,2020,105000,7080000,0.9,0.0,0,0,8,Yes,No,0.0,0.0,0.0,12.0,PB Plus (93.4 kWh),Sahibinden,Hayır,17500,0.018,0.417,1.0,0.211,0.1,1.0,5.0,0.0,0.0,"7,080,000 (17 Jun 26)",,1321877531,HATASIZ BOYASIZ TRAMERSİZ 570HP 4S PERFORMANS PLUS SEDEFLİ BEYAZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-boyasiz-tramersiz-570hp-4s-performans-plus-sedefli-beyaz-1321877531/detay
173,40.3,Turbo S,2020,6298,9750000,33.3,0.0,0,9,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,1050,-0.553,0.965,1.0,0.0,0.1,1.08,5.0,0.0,0.0,"9,750,000 (07 Feb 26)",,1035408352,SS MOTORS 2020 PORSCHE TAYCAN TURBO S-YOLCU EKRANI-DISTRONIC-360,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ss-motors-2020-porsche-taycan-turbo-s-yolcu-ekrani-distronic-360-1035408352/detay
174,40.2,Taycan,2025,9500,14450000,17.0,2.0,1,2,52,Yes,Yes,0.0,0.0,0.0,32.0,PB (89 kWh),Galeriden,Hayır,9500,-1.302,0.683,1.0,0.561,1.0,0.95,5.0,3.0,0.0,"14,750,000 (04 May 26) -> 13,935,000 (01 Jun 26) -> 14,450,000 (17 Jun 26)",,1311501561,ZENN MOTORS'TAN 2025 PORSCHE TAYCAN 4 HATASIZ BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-zenn-motors-tan-2025-porsche-taycan-4-hatasiz-bayi-1311501561/detay
175,40.1,Taycan,2021,67000,7400000,0.9,0.0,0,0,8,Yes,Yes,0.0,0.0,0.0,28.0,PB (79.2 kWh),Galeriden,Hayır,13400,-0.425,0.553,1.0,0.491,0.25,0.95,5.0,3.0,0.0,"7,400,000 (17 Jun 26)",,1322214272,21 MODEL TAYCAN BAYİ CAM TVN YOLCU EKRN AİRMATİC SOĞUTMA HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-21-model-taycan-bayi-cam-tvn-yolcu-ekrn-airmatic-sogutma-hatasiz-1322214272/detay
176,40.0,Taycan,2021,94000,7050000,25.3,0.0,0,5,138,Yes,No,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,18800,0.087,0.373,1.0,0.0,0.25,0.95,5.0,0.0,0.0,"7,050,000 (07 Feb 26)",,1193348431,ARSLANLAR'DAN 2021 TAYCAN İÇİ KIRMIZI/HEAD-­UP/YOLCU&ARKA EĞLENCE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-arslanlar-dan-2021-taycan-ici-kirmizi-head-up-yolcu-arka-eglence-1193348431/detay
177,40.0,4S,2020,50000,7600000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,43.0,PB (79.2 kWh),Galeriden,Hayır,8333,-0.646,0.722,1.0,0.754,0.1,1.0,5.0,3.0,0.0,"7,600,000 (25 Jun 26)",,1324279232,HATASIZ BOYASIZ BAYİ ÇIKIŞLI YOLCU EKRAN 21 JANT BAKIMLI,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-boyasiz-bayi-cikisli-yolcu-ekran-21-jant-bakimli-1324279232/detay
178,39.9,4S,2020,75400,7150000,11.8,0.0,0,3,52,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,12567,-0.072,0.581,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,150,000 (04 May 26)",,1311267425,YENİKÖY MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2020-porsche-taycan-4s-performance-plus-1311267425/detay
179,39.8,GTS,2021,46000,9749000,10.3,1.0,1,1,24,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9200,-0.707,0.693,1.0,0.0,0.25,1.1,5.0,3.0,0.0,"9,850,000 (01 Jun 26) -> 9,749,000 (09 Jun 26)",,1319231558,SAHİBİNDEN 2022 TAYCAN GTS BAYİ HATASIZ GARANTİLİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-2022-taycan-gts-bayi-hatasiz-garantili-1319231558/detay
180,39.7,4S,2020,63797,7499000,6.7,0.0,0,2,24,Yes,Yes,0.0,0.0,0.0,31.0,PB Plus (93.4 kWh),Galeriden,Hayır,10633,-0.517,0.646,1.0,0.544,0.1,1.0,5.0,3.0,0.0,"7,499,000 (01 Jun 26)",,1317871184,2020 BAYİİ BOYASIZ GARANTİLİ BOSE Y.EKRANI AIRMATIC ARKA KLİMA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-bayii-boyasiz-garantili-bose-y.ekrani-airmatic-arka-klima-1317871184/detay
181,39.5,4S,2020,31600,7450000,6.3,0.0,0,1,39,Yes,Yes,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,5267,-0.454,0.824,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,450,000 (17 May 26)",,1317427655,2020 BAYİİ TAYCAN 4S PERFORMANCE AİRMATİC ISITMA SOĞUTMA BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-bayii-taycan-4s-performance-airmatic-isitma-sogutma-bose-1317427655/detay
182,39.5,4S,2020,51682,7250000,6.3,0.0,0,1,39,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,8614,-0.199,0.713,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,250,000 (17 May 26)",,1317067480,GARAGE 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS/HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-garage-2020-porsche-taycan-4s-performance-plus-hatasiz-1317067480/detay
183,39.4,4S,2024,25200,13950000,28.9,0.0,0,8,116,Yes,Yes,0.0,0.0,0.0,0.0,PB (89 kWh),Galeriden,Hayır,12600,-1.168,0.58,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"10,750,000 (01 Mar 26) -> 12,250,000 (17 Mar 26) -> 13,500,000 (24 Mar 26) -> 13,950,000 (04 May 26)",,1242993562,OTOMOBİLCİ 2024 TAYCAN 4S HATASIZ BOYASIZ TRAMERSİZ BAYİ ÇIKIŞ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-otomobilci-2024-taycan-4s-hatasiz-boyasiz-tramersiz-bayi-cikis-1242993562/detay
184,39.2,4S,2021,24500,8450000,43.0,11.1,1,3,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,4900,-0.634,0.837,1.0,0.0,0.25,1.0,5.0,3.0,0.0,"7,950,000 (07 Feb 26) -> 8,650,000 (17 Mar 26) -> 9,500,000 (01 Jun 26) -> 8,450,000 (17 Jun 26)",,1227537825,Porsche Taycan 4S Performance Plus | BAYİİ | 22 kW Şarj,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-4s-performance-plus-bayii-22-kw-sarj-1227537825/detay
185,39.0,GTS,2023,0,11950000,61.8,14.0,2,8,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,0,-1.197,1.0,1.0,0.0,0.6,1.1,5.0,0.0,0.0,"13,900,000 (07 Feb 26) -> 12,950,000 (15 Apr 26) -> 11,950,000 (04 May 26)",,1250084582,BARAN MOTORS 2023 GTS SPORT DESIGN CARBON BOSE AKS MAGICSKY TVN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-baran-motors-2023-gts-sport-design-carbon-bose-aks-magicsky-tvn-1250084582/detay
186,38.2,4S,2020,43000,7475000,25.3,0.0,0,5,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,7167,-0.486,0.761,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"7,375,000 (07 Feb 26) -> 7,475,000 (15 Apr 26)",,1293388190,DOĞUŞ BAYİ- AİR- SOĞUTMA-Yolcu ekran,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-bayi-air-sogutma-yolcu-ekran-1293388190/detay
187,37.8,4S,2021,41000,8450000,2.7,0.0,0,0,24,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,8200,-0.634,0.727,1.0,0.0,0.25,1.0,5.0,3.0,0.0,"8,450,000 (01 Jun 26)",,1245678243,BAYİ / ÖZEL SİPARİŞ CARBON PARÇA DETAYLI,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-ozel-siparis-carbon-parca-detayli-1245678243/detay
188,37.4,Turbo,2020,77000,9000000,29.3,0.0,0,7,138,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,12833,-0.561,0.572,1.0,0.561,0.1,1.05,5.0,0.0,0.0,"9,000,000 (07 Feb 26)",,1272750146,BARBOSS'DAN PORSCHE TAYCAN TURBO -ARKA AKS-GECE GÖRÜŞ-AIRMTC,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-barboss-dan-porsche-taycan-turbo-arka-aks-gece-gorus-airmtc-1272750146/detay
189,37.3,4S,2020,45000,7380000,31.3,0.0,0,8,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,7500,-0.365,0.75,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,150,000 (07 Feb 26) -> 7,280,000 (17 May 26) -> 7,380,000 (01 Jun 26)",,1277022091,B'S MOTORS 4S PERFORMANCE PLUS BOSE-20 İNÇ-HAYALET-AİRMATİC,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-b-s-motors-4s-performance-plus-bose-20-inc-hayalet-airmatic-1277022091/detay
190,37.2,4S,2024,10329,13600000,0.9,0.0,0,0,8,No,Yes,1.0,0.0,0.0,31.0,PB Plus (105 kWh),Sahibinden,Hayır,5164,-0.853,0.828,0.75,0.544,1.0,1.0,0.0,3.0,7.0,"13,600,000 (17 Jun 26)",,1322423352,2024 model 2025 trafik çıkışlı PORSCHE TAYCAN 4S (598PS),https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2024-model-2025-trafik-cikisli-porsche-taycan-4s-598ps-1322423352/detay
191,36.6,4S,2023,25000,10900000,17.0,5.2,1,1,24,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,8333,-1.053,0.722,1.0,0.0,0.6,1.0,5.0,3.0,0.0,"11,500,000 (01 Jun 26) -> 10,900,000 (17 Jun 26)",,1318354646,''ERN MOTORS''PORSHE TAYCAN 4S PERFORMANCE PLUS ARKA AKS BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ern-motors-porshe-taycan-4s-performance-plus-arka-aks-bayi-1318354646/detay
192,36.4,Taycan,2023,19750,8600000,35.3,0.0,2,6,138,Yes,Yes,0.0,0.0,0.0,48.0,PB (79.2 kWh),Sahibinden,Hayır,6583,-1.333,0.781,1.0,0.842,0.6,0.95,5.0,3.0,0.0,"8,495,000 (07 Feb 26) -> 8,200,000 (01 Mar 26) -> 8,100,000 (01 Apr 26) -> 8,600,000 (01 Jun 26)",,1266303870,BAYİ//UZUN MENZİL//AİRMA­TİC//ADAPTİVE ŞASİ//HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-uzun-menzil-airmatic-adaptive-sasi-hatasiz-1266303870/detay
193,35.5,4S,2022,6001,9350000,27.9,4.1,1,1,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,1500,-1.107,0.95,1.0,0.0,0.4,1.0,5.0,3.0,0.0,"9,750,000 (07 Feb 26) -> 9,350,000 (17 Jun 26)",,1265560819,SAHİBİNDEN 2023 Bayi Çıkışlı Taycan 4S Performans Plus,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-2023-bayi-cikisli-taycan-4s-performans-plus-1265560819/detay
194,35.5,4S,2020,75000,7490000,35.3,0.0,1,8,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,12500,-0.505,0.583,1.0,0.0,0.1,1.0,5.0,3.0,0.0,"6,950,000 (07 Feb 26) -> 6,940,000 (24 Mar 26) -> 7,490,000 (15 Apr 26)",,1288417572,2020 HATASIZ BOYASIZ PORSCHE TAYCAN 4S PERFORMANCE PLUS 571 HP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-hatasiz-boyasiz-porsche-taycan-4s-performance-plus-571-hp-1288417572/detay
195,35.5,Taycan,2020,59745,7850000,11.8,0.0,0,3,52,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,9958,-0.465,0.668,1.0,0.0,0.1,0.95,5.0,3.0,0.0,"7,850,000 (04 May 26)",,1315005924,RÜZGAR_TAYCAN_PERFO­RMANCEPLUS_İÇİKIRMI­ZI_TAKAS_VADE_KREDİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ruzgar_taycan_performanceplus_icikirmizi_takas_vade_kredi-1315005924/detay
196,34.7,4S,2023,0,11250000,25.3,0.0,0,5,138,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,0,-1.432,1.0,1.0,0.526,0.6,1.0,5.0,0.0,0.0,"11,250,000 (07 Feb 26)",,1255840946,YENİKÖY MOTORS 2023 PORSCHE TAYCAN 4S PERFORMANCE PLUS - BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2023-porsche-taycan-4s-performance-plus-bose-1255840946/detay
197,34.4,4S,2020,64000,7750000,1.6,0.0,0,0,14,Yes,Yes,0.0,0.0,0.0,30.0,PB Plus (93.4 kWh),Galeriden,Hayır,10667,-0.837,0.644,1.0,0.526,0.1,1.0,5.0,3.0,0.0,"7,750,000 (11 Jun 26)",,1321642229,AĞABEY MOTORS BAYİ 2020 PORSCHE TAYCAN 4S HATASIZ KM-64.000,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-agabey-motors-bayi-2020-porsche-taycan-4s-hatasiz-km-64.000-1321642229/detay
198,34.3,Taycan,2021,59000,7750000,31.3,0.0,0,8,138,Yes,Yes,0.0,0.0,0.0,42.0,PB Plus (93.4 kWh),Galeriden,Hayır,11800,-0.937,0.607,1.0,0.737,0.25,0.95,5.0,3.0,0.0,"7,000,000 (07 Feb 26) -> 7,200,000 (17 Mar 26) -> 7,750,000 (01 Jun 26)",,1260364936,"""DEFCAR""2021 PORSCHE TAYCAN 476HP BAYİ+BOSE+YLCU EKRNI BOYASIZ",https://www.sahibinden.com/ilan/vasita-otomobil-porsche-defcar-2021-porsche-taycan-476hp-bayi-plusbose-plusylcu-ekrni-boyasiz-1260364936/detay
199,34.2,4S,2020,68500,7450000,27.3,0.0,0,6,138,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,11417,-0.454,0.619,1.0,0.0,0.1,1.0,5.0,0.0,0.0,"7,450,000 (07 Feb 26)",,1068136411,CLK AUTO PORSCHE TAYCAN 4S PERFORMANCE PLUS YOLCU EKRANI-BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-clk-auto-porsche-taycan-4s-performance-plus-yolcu-ekrani-bose-1068136411/detay
200,33.8,4S,2020,61000,7750449,23.1,0.0,0,6,100,Yes,No,0.0,0.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,10167,-0.837,0.661,1.0,0.825,0.1,1.0,5.0,0.0,0.0,"6,949,499 (17 Mar 26) -> 7,375,499 (15 Apr 26) -> 7,750,449 (21 Jun 26)",,1305190583,HAN CAR'S 2020 PORSCHE TAYCAN 4S P.PLUS A.AKS/Y.EKRA­N/CHRONO/AİR,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-han-car-s-2020-porsche-taycan-4s-p.plus-a.aks-y.ekran-chrono-air-1305190583/detay
