rank,value_score,model,year,km,price,motivation_score,price_drop_pct,num_price_cuts,bump_count,days_on_market,is_clean,is_bayi,damage_changed_count,damage_painted_count,damage_local_painted_count,feature_count,battery,seller_type,heavy_damage_record,km_per_year,price_score,km_score,damage_score,feature_score,depr_score,trim_mult,clean_bonus,bayi_bonus,new_changed_penalty,price_history,dq_reason,sahibinden_id,title,url
1,100.0,GTS,2023,27000,10900000,26.3,3.1,1,1,138,Yes,Yes,0.0,0.0,0.0,50.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9000,1.93,0.7,1.0,0.877,0.6,1.1,5.0,3.0,0.0,"9,650,000 (07 Feb 26) -> 11,250,000 (09 Jun 26) -> 10,900,000 (21 Jun 26)",,1285513217,2023 GTS-ARKA AKS-MASAJ-ISITMA SOĞUTMA-SKY TAVAN - 12.000 km,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2023-gts-arka-aks-masaj-isitma-sogutma-sky-tavan-12.000-km-1285513217/detay
2,82.2,4S,2024,49000,10700000,5.9,0.9,1,0,4,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Galeriden,Hayır,24500,1.76,0.183,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"10,800,000 (21 Jun 26) -> 10,700,000 (25 Jun 26)",,1323707035,OTO ANKA GROUP HATASIZ 2024 PORSCHE TAYCAN 4S PERFOMANCE PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-oto-anka-group-hatasiz-2024-porsche-taycan-4s-perfomance-plus-1323707035/detay
3,80.9,4S,2024,41000,10900000,3.6,0.0,0,1,14,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Galeriden,Hayır,20500,1.58,0.317,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"10,900,000 (11 Jun 26)",,1283608558,-VEGAS MOTORS- 2024 PORSCHE TAYCAN 4S P.PLUS YOLCU EKRANI 598HP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-vegas-motors-2024-porsche-taycan-4s-p.plus-yolcu-ekrani-598hp-1283608558/detay
4,79.5,4S,2024,23800,11250000,2.4,0.0,0,1,4,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Sahibinden,Hayır,11900,1.264,0.603,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"11,250,000 (21 Jun 26)",,1323411403,PORSCHE TAYCAN 4S PERFORMANCE PLUS,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-porsche-taycan-4s-performance-plus-1323411403/detay
5,79.4,Turbo,2024,18504,14450000,65.3,13.7,3,8,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Galeriden,Hayır,9252,0.952,0.692,1.0,0.0,1.0,1.05,5.0,3.0,0.0,"16,750,000 (07 Feb 26) -> 15,750,000 (26 Mar 26) -> 14,950,000 (15 Apr 26) -> 14,450,000 (01 Jun 26)",,1285704385,SS MOTORS 2024 TAYCAN TURBO-PERFORMA­NCE+-SPORTDES­IGN-884HP-BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ss-motors-2024-taycan-turbo-performance-plus-sportdesign-884hp-bayi-1285704385/detay
6,78.0,4S,2024,28000,11350000,0.0,0.0,0,0,0,Yes,No,0.0,0.0,0.0,31.0,PB Plus (105 kWh),Galeriden,Hayır,14000,1.174,0.533,1.0,0.544,1.0,1.0,5.0,0.0,0.0,"11,350,000 (25 Jun 26)",,1324603920,2024 MODEL 4S PERFORMANCE PLUS / 598 HP / HATASIZ BOYASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2024-model-4s-performance-plus-598-hp-hatasiz-boyasiz-1324603920/detay
7,76.5,Turbo S,2020,88500,7500000,0.9,0.0,0,0,8,Yes,Yes,0.0,0.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,14750,1.376,0.508,1.0,0.825,0.1,1.08,5.0,3.0,0.0,"7,500,000 (17 Jun 26)",,1322251534,GALERAS PORSCHE TAYCAN TURBO SERAMİK FREN AERO KIT SPORT DESIGN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-galeras-porsche-taycan-turbo-seramik-fren-aero-kit-sport-design-1322251534/detay
8,76.5,4S,2025,6333,13975000,37.5,9.8,4,2,16,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (105 kWh),Galeriden,Hayır,6333,0.707,0.789,1.0,0.561,1.0,1.0,5.0,3.0,0.0,"15,500,000 (09 Jun 26) -> 14,950,000 (11 Jun 26) -> 14,750,000 (17 Jun 26) -> 14,500,000 (21 Jun 26) -> 13,975,000 (25 Jun 26)",,1319910367,BAYİ YENİ PORSCHE TAYCAN 4S PERFORMANCE PLUS 544PS_EXTRA FULL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-yeni-porsche-taycan-4s-performance-plus-544ps_extra-full-1319910367/detay
9,76.4,4S,2020,183000,5399000,22.0,5.3,3,0,14,Yes,Yes,0.0,0.0,0.0,42.0,PB Plus (93.4 kWh),Galeriden,Hayır,30500,2.161,0.0,1.0,0.737,0.1,1.0,5.0,3.0,0.0,"5,700,000 (11 Jun 26) -> 5,650,000 (17 Jun 26) -> 5,449,000 (21 Jun 26) -> 5,399,000 (25 Jun 26)",,1321738767,BAYİ ÇIKIŞLI PORSCHE TAYCAN 4S PERFORMANS PLUS UZATILMIŞ GARANTİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-cikisli-porsche-taycan-4s-performans-plus-uzatilmis-garanti-1321738767/detay
10,74.3,Taycan,2025,6001,11500000,0.0,0.0,0,0,0,Yes,No,0.0,0.0,0.0,0.0,PB (89 kWh),Yetkili Bayiden,Hayır,6001,1.201,0.8,1.0,0.0,1.0,0.95,5.0,0.0,0.0,"11,500,000 (25 Jun 26)",,1323924099,VOSMER 2025 PORSCHE TAYCAN 4 320 kW,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-vosmer-2025-porsche-taycan-4-320-kw-1323924099/detay
11,73.8,Turbo S,2020,80500,7550000,33.9,15.6,2,0,8,Yes,No,0.0,0.0,0.0,49.0,PB Plus (93.4 kWh),Sahibinden,Hayır,13417,1.333,0.553,1.0,0.86,0.1,1.08,5.0,0.0,0.0,"8,950,000 (17 Jun 26) -> 7,500,000 (21 Jun 26) -> 7,950,000 (25 Jun 26) -> 7,550,000 (25 Jun 26)",,1322430282,Son FİYAT-Kaçırma-Cok Temiz Super Kondisyonda Ozel Siparis FULL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-son-fiyat-kacirma-cok-temiz-super-kondisyonda-ozel-siparis-full-1322430282/detay
12,72.7,Taycan,2025,25000,11500000,7.8,2.1,1,0,4,Yes,Yes,0.0,0.0,0.0,33.0,PB Plus (105 kWh),Galeriden,Hayır,25000,1.201,0.167,1.0,0.579,1.0,0.95,5.0,3.0,0.0,"11,750,000 (21 Jun 26) -> 11,500,000 (25 Jun 26)",,1322984094,2025 PORSCHE TAYCAN JET BLACK METALIC 25BİNDE BAYİ İLK ELDEN,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2025-porsche-taycan-jet-black-metalic-25binde-bayi-ilk-elden-1322984094/detay
13,72.0,GTS,2023,45000,11250000,11.8,0.0,0,3,52,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15000,0.888,0.5,1.0,0.0,0.6,1.1,5.0,3.0,0.0,"10,750,000 (04 May 26) -> 11,250,000 (17 May 26)",,1311807467,2023 TAYCAN GTS SKY TAVAN+SPORTDE­SIGN+SOGUTMA GARANTİLİ BAYİİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2023-taycan-gts-sky-tavan-plussportdesign-plussogutma-garantili-bayii-1311807467/detay
14,71.8,4S,2023,45000,8750000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15000,1.277,0.5,1.0,0.0,0.6,1.0,5.0,3.0,0.0,"8,750,000 (25 Jun 26)",,1324197455,BAYİ-2023 PORSCHE TAYCAN 4S PERFORMANCE PLUS-HATASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-2023-porsche-taycan-4s-performance-plus-hatasiz-1324197455/detay
15,71.6,4S,2023,49161,8725000,13.3,2.8,2,0,8,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,16387,1.304,0.454,1.0,0.0,0.6,1.0,5.0,3.0,0.0,"8,975,000 (17 Jun 26) -> 8,950,000 (21 Jun 26) -> 8,725,000 (25 Jun 26)",,1322548138,BARAN MOTORS 2023 TAYCAN 4S PERF PLUS UZAT GARANTİ BOYASIZ BAYİİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-baran-motors-2023-taycan-4s-perf-plus-uzat-garanti-boyasiz-bayii-1322548138/detay
16,71.3,4S,2021,72000,6870000,33.3,6.5,2,1,116,Yes,Yes,0.0,0.0,0.0,48.0,PB Plus (93.4 kWh),Sahibinden,Hayır,14400,1.24,0.52,1.0,0.842,0.25,1.0,5.0,3.0,0.0,"7,350,000 (01 Mar 26) -> 6,980,000 (17 Jun 26) -> 6,780,000 (21 Jun 26) -> 6,870,000 (25 Jun 26)",,1299907952,İlk Sahibinden Kazasız Uzun Menzil Özel Renk Full 4S Performans+,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ilk-sahibinden-kazasiz-uzun-menzil-ozel-renk-full-4s-performans-plus-1299907952/detay
17,70.9,Turbo S,2020,10000,8275000,31.5,3.2,4,3,39,Yes,Yes,0.0,0.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,1667,0.711,0.944,1.0,0.825,0.1,1.08,5.0,3.0,0.0,"8,550,000 (17 May 26) -> 8,490,000 (01 Jun 26) -> 8,390,000 (09 Jun 26) -> 8,290,000 (17 Jun 26) -> 8,275,000 (25 Jun 26)",,1315849594,BOLATGROUP&1453 BAYİ ÇIKIŞLI PORCHE TAYCANTURBO SIFIRDAN FARKSIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bolatgroup-1453-bayi-cikisli-porche-taycanturbo-sifirdan-farksiz-1315849594/detay
18,70.2,GTS,2022,50000,9690000,25.3,0.0,0,5,138,Yes,Yes,0.0,0.0,0.0,30.0,PB Plus (93.4 kWh),Galeriden,Hayır,12500,0.707,0.583,1.0,0.526,0.4,1.1,5.0,3.0,0.0,"8,690,000 (07 Feb 26) -> 9,690,000 (24 Mar 26)",,1251398383,2022_BOYASIZ­_BAYİ_50.000 KM_YOLCU EKRAN_AIRMATIC­_BOSE_SOĞUTMA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2022_boyasiz_bayi_50.000-km_yolcu-ekran_airmatic_bose_sogutma-1251398383/detay
19,69.7,Taycan,2023,12500,7950000,7.8,0.0,0,3,16,Yes,No,0.0,0.0,0.0,29.0,PB (79.2 kWh),Galeriden,Hayır,4167,1.057,0.861,1.0,0.509,0.6,0.95,5.0,0.0,0.0,"7,950,000 (09 Jun 26)",,1320365014,2023 TAYCAN P.PLUS/CAMTAVAN /BEJDERİ/YOLCU EKRAN/PUSUL­A/12.500KM,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2023-taycan-p.plus-camtavan-bejderi-yolcu-ekran-pusula-12.500km-1320365014/detay
20,68.7,Taycan,2025,26500,11750000,12.3,4.1,1,0,16,Yes,Yes,0.0,0.0,0.0,32.0,PB (89 kWh),Galeriden,Hayır,26500,0.989,0.117,1.0,0.561,1.0,0.95,5.0,3.0,0.0,"12,250,000 (09 Jun 26) -> 11,750,000 (17 Jun 26)",,1321380789,FF MOTORS HATASIZ BOYASIZ TRAMERSİZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ff-motors-hatasiz-boyasiz-tramersiz-1321380789/detay
21,67.8,4S,2022,77500,7850000,0.0,0.0,0,0,0,Yes,Yes,0.0,0.0,0.0,47.0,PB Plus (93.4 kWh),Galeriden,Hayır,19375,1.019,0.354,1.0,0.825,0.4,1.0,5.0,3.0,0.0,"7,850,000 (25 Jun 26)",,1324405445,JOY AUTO 2022 HATASIZ BAYİ PORSCHE TAYCAN 4S PR.PLUS /UZ.GARANTİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-joy-auto-2022-hatasiz-bayi-porsche-taycan-4s-pr.plus-uz.garanti-1324405445/detay
22,67.4,4S,2023,48500,8625000,19.8,0.0,3,1,52,No,Yes,0.0,1.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,16167,1.412,0.461,0.875,0.0,0.6,1.0,0.0,3.0,0.0,"8,475,000 (04 May 26) -> 8,395,000 (17 May 26) -> 8,350,000 (01 Jun 26) -> 8,475,000 (17 Jun 26) -> 8,425,000 (21 Jun 26) -> 8,625,000 (25 Jun 26)",,1314572751,TİPA OTOMOTİV 2023 TAYCAN 4S PERFORMANCE PLUS BAYİ ARKA DİJİT KL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-tipa-otomotiv-2023-taycan-4s-performance-plus-bayi-arka-dijit-kl-1314572751/detay
23,67.0,Turbo S,2021,31000,9400000,6.3,0.0,0,1,39,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,6200,0.789,0.793,1.0,0.0,0.25,1.08,5.0,3.0,0.0,"9,400,000 (17 May 26)",,1316844345,2021 PORCHE TAYCAN TURBO S HATASIZ BOYASIZ TRAMERSZ BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-porche-taycan-turbo-s-hatasiz-boyasiz-tramersz-bayi-1316844345/detay
24,66.8,4S,2020,113000,5600000,0.0,0.0,0,0,0,No,No,0.0,1.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,18833,1.905,0.372,0.875,0.526,0.1,1.0,0.0,0.0,0.0,"5,600,000 (25 Jun 26)",,1324245040,2020 PORSCH TAYCAN 4S 530 BG,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsch-taycan-4s-530-bg-1324245040/detay
25,66.8,4S,2022,37430,8000000,40.7,3.6,3,5,116,Yes,Yes,0.0,0.0,0.0,30.0,PB (79.2 kWh),Yetkili Bayiden,Hayır,9358,0.807,0.688,1.0,0.526,0.4,1.0,5.0,3.0,0.0,"8,300,000 (01 Mar 26) -> 8,200,000 (01 Apr 26) -> 8,100,000 (17 May 26) -> 8,000,000 (17 Jun 26)",,1294708991,DOĞUŞ OTO ESENYURT-2022 PORSCHE TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-oto-esenyurt-2022-porsche-taycan-4s-1294708991/detay
26,66.6,Turbo,2020,36000,7199000,8.3,0.0,0,2,39,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,6000,0.798,0.8,1.0,0.561,0.1,1.05,5.0,3.0,0.0,"7,090,000 (17 May 26) -> 7,199,000 (17 Jun 26)",,1316975359,SAHİBİNDEN HATASIZ 36.000 KM DE 1 YIL DOĞUŞ GARANTİLİ TAM ÖTV,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-hatasiz-36.000-km-de-1-yil-dogus-garantili-tam-otv-1316975359/detay
27,66.5,Turbo,2024,25000,15250000,20.9,0.0,0,4,116,Yes,Yes,0.0,0.0,0.0,29.0,PB Plus (105 kWh),Sahibinden,Hayır,12500,0.09,0.583,1.0,0.509,1.0,1.05,5.0,3.0,0.0,"14,200,000 (01 Mar 26) -> 15,250,000 (17 May 26)",,1257435454,2024 MODEL TAYCAN TURBO YENİ KASA BAYİ UZUN MENZİL 884 BEYGİR**,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2024-model-taycan-turbo-yeni-kasa-bayi-uzun-menzil-884-beygir-1257435454/detay
28,65.9,4S,2020,117970,6050000,7.0,1.6,1,0,4,Yes,Yes,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,19662,1.331,0.345,1.0,0.526,0.1,1.0,5.0,3.0,0.0,"6,150,000 (21 Jun 26) -> 6,050,000 (25 Jun 26)",,1322968978,DOĞUŞ OTO KARTAL - 2020 PORSCHE TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-oto-kartal-2020-porsche-taycan-4s-1322968978/detay
29,65.8,Turbo,2021,49000,8600000,9.9,0.0,0,1,71,Yes,Yes,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9800,0.707,0.673,1.0,0.561,0.25,1.05,5.0,3.0,0.0,"8,600,000 (15 Apr 26)",,1310657433,2021 TAYCAN TURBO-ARKA AKS-HATASIZ-BAYİ ÖZEL KOMBİNASYON,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-taycan-turbo-arka-aks-hatasiz-bayi-ozel-kombinasyon-1310657433/detay
30,65.7,4S,2021,62000,7000000,8.3,0.0,0,2,39,Yes,No,0.0,0.0,0.0,38.0,PB Plus (93.4 kWh),Galeriden,Hayır,12400,1.086,0.587,1.0,0.667,0.25,1.0,5.0,0.0,0.0,"7,000,000 (17 May 26)",,1316551225,HS PREMIUM'DAN PORSCHE TAYCAN 4S PERFORMANCE PLUS BOYASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hs-premium-dan-porsche-taycan-4s-performance-plus-boyasiz-1316551225/detay
31,65.5,Turbo,2020,56600,6800000,25.2,2.2,3,2,52,Yes,No,0.0,0.0,0.0,16.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9433,1.099,0.686,1.0,0.281,0.1,1.05,5.0,0.0,0.0,"6,950,000 (04 May 26) -> 6,900,000 (17 May 26) -> 6,850,000 (17 Jun 26) -> 6,800,000 (25 Jun 26)",,1312520664,İLK SAHİBİNDEN HATASIZ -BOYASIZ -TRAMERSİZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ilk-sahibinden-hatasiz-boyasiz-tramersiz-1312520664/detay
32,65.1,4S,2024,56000,11750000,11.9,0.0,0,2,71,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (105 kWh),Sahibinden,Hayır,28000,0.814,0.067,1.0,0.0,1.0,1.0,5.0,3.0,0.0,"11,750,000 (15 Apr 26)",,1308822023,Doğuş bayii çıkışlı uzun menzil Porsche Taycan 4S (598 PS),https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-bayii-cikisli-uzun-menzil-porsche-taycan-4s-598-ps-1308822023/detay
33,64.8,Turbo S,2020,82000,8000000,0.4,0.0,0,0,4,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Galeriden,Hayır,13667,0.947,0.544,1.0,0.561,0.1,1.08,5.0,0.0,0.0,"7,750,000 (21 Jun 26) -> 8,000,000 (25 Jun 26)",,1323058491,SAN OTOMOTİV 2020 PORSCHE TAYCAN TURBO S HATASIZ BOYASIZ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-san-otomotiv-2020-porsche-taycan-turbo-s-hatasiz-boyasiz-1323058491/detay
34,64.5,4S,2020,85800,6100000,30.8,4.3,2,4,71,Yes,No,0.0,0.0,0.0,30.0,PB (79.2 kWh),Galeriden,Hayır,14300,1.267,0.523,1.0,0.526,0.1,1.0,5.0,0.0,0.0,"6,375,000 (15 Apr 26) -> 6,320,000 (17 May 26) -> 6,100,000 (01 Jun 26)",,1310853027,PROTO / 2020/ PORSCHE TAYCAN 4S/ BOSE+360°+ISITM­A+CHRONO+HAFIZA,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-proto-2020-porsche-taycan-4s-bose-plus360-plusisitma-pluschrono-plushafiza-1310853027/detay
35,64.0,Turbo,2023,17250,12055000,2.9,0.0,0,1,8,Yes,Yes,0.0,0.0,0.0,52.0,PB Plus (93.4 kWh),Galeriden,Hayır,5750,-0.0,0.808,1.0,0.912,0.6,1.05,5.0,3.0,0.0,"12,055,000 (17 Jun 26)",,1322761714,HATASIZ+2023+BAY İ+HEADUP+AIRMATC­+Y-EKRAN+SOGUTMA­+360+MÜRDÜM+DERİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-hatasiz-plus2023-plusbayi-plusheadup-plusairmatc-plusy-ekran-plussogutma-plus360-plusmurdum-plusderi-1322761714/detay
36,63.7,4S,2020,93000,5650000,20.7,1.7,1,3,71,No,No,0.0,1.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,15500,1.841,0.483,0.875,0.0,0.1,1.0,0.0,0.0,0.0,"5,750,000 (15 Apr 26) -> 5,650,000 (21 Jun 26)",,1308592803,ÖZGÜRDEN/HATASIZ/İÇ -KAHVE/YOLCU-EKRAN/­AKS/CAM-TAVAN/KARTA 12,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-ozgurden-hatasiz-ic-kahve-yolcu-ekran-aks-cam-tavan-karta-12-1308592803/detay
37,63.6,Turbo S,2021,35200,9960000,4.6,0.1,1,0,4,Yes,No,0.0,0.0,0.0,32.0,PB Plus (93.4 kWh),Sahibinden,Hayır,7040,0.557,0.765,1.0,0.561,0.25,1.08,5.0,0.0,0.0,"9,970,000 (21 Jun 26) -> 9,960,000 (25 Jun 26)",,1323054263,2021 TURBO S GECE GÖRÜŞ HEAD UP MASAJ SOĞUTMALI KOLTUK BURMESTER,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-turbo-s-gece-gorus-head-up-masaj-sogutmali-koltuk-burmester-1323054263/detay
38,63.5,Turbo S,2020,63500,8100000,24.3,0.6,2,0,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,10583,0.861,0.647,1.0,0.0,0.1,1.08,5.0,3.0,0.0,"8,150,000 (07 Feb 26) -> 8,000,000 (01 Mar 26) -> 7,800,000 (15 Apr 26) -> 8,100,000 (17 Jun 26)",,1256415916,Bayi çıkışlı Hatasız Boyasız,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-bayi-cikisli-hatasiz-boyasiz-1256415916/detay
39,63.4,Turbo S,2020,59500,7950000,30.7,6.5,3,2,39,Yes,No,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Sahibinden,Hayır,9917,0.99,0.669,1.0,0.0,0.1,1.08,5.0,0.0,0.0,"8,500,000 (17 May 26) -> 8,250,000 (01 Jun 26) -> 8,050,000 (09 Jun 26) -> 7,950,000 (21 Jun 26)",,1315256961,2020 Turbo S 57.000km Hatasız Boyasız,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-turbo-s-57.000km-hatasiz-boyasiz-1315256961/detay
40,63.1,4S,2024,14250,12750000,19.0,1.9,1,2,71,Yes,Yes,0.0,0.0,0.0,31.0,PB Plus (105 kWh),Sahibinden,Hayır,7125,-0.087,0.762,1.0,0.544,1.0,1.0,5.0,3.0,0.0,"13,000,000 (15 Apr 26) -> 12,750,000 (25 Jun 26)",,1309840463,SAHIBINDEN BAYI ÇIKIŞLİ TAYCAN 4S PP,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-sahibinden-bayi-cikisli-taycan-4s-pp-1309840463/detay
41,63.1,4S,2021,52000,7100000,25.3,0.0,0,5,138,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,10400,0.967,0.653,1.0,0.0,0.25,1.0,5.0,3.0,0.0,"7,100,000 (07 Feb 26)",,1033650132,İMPERİAL MOTORS 2021 PORSCHE TAYCAN 4S PERFORMANCE PLUS BOSE,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-imperial-motors-2021-porsche-taycan-4s-performance-plus-bose-1033650132/detay
42,62.9,Turbo,2020,66000,7290000,43.9,4.1,2,7,138,Yes,No,0.0,0.0,0.0,53.0,PB Plus (93.4 kWh),Galeriden,Hayır,11000,0.729,0.633,1.0,0.93,0.1,1.05,5.0,0.0,0.0,"7,600,000 (07 Feb 26) -> 7,400,000 (24 Mar 26) -> 7,290,000 (25 Jun 26)",,1278245818,2020 PORSCHE TAYCAN TURBO AIRMATIC+CHRONO+SO ĞUTMA+ISITMA+360+,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2020-porsche-taycan-turbo-airmatic-pluschrono-plussogutma-plusisitma-plus360-plus-1278245818/detay
43,62.9,Taycan,2021,74000,6250000,39.3,0.0,2,8,138,Yes,No,0.0,0.0,0.0,28.0,PB (79.2 kWh),Galeriden,Hayır,14800,1.257,0.507,1.0,0.491,0.25,0.95,5.0,0.0,0.0,"6,050,000 (07 Feb 26) -> 5,999,999 (01 Mar 26) -> 6,250,000 (24 Mar 26) -> 6,050,000 (01 Apr 26) -> 6,150,000 (17 May 26) -> 6,250,000 (17 Jun 26)",,1269695943,VOX OTO 2021 PORSCHE TAYCAN SOĞUTMA+BOSE+UZUN MENZİL,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-vox-oto-2021-porsche-taycan-sogutma-plusbose-plusuzun-menzil-1269695943/detay
44,62.8,GTS,2023,35700,11450000,11.8,0.0,0,3,52,Yes,Yes,0.0,0.0,0.0,0.0,PB Plus (93.4 kWh),Galeriden,Hayır,11900,0.292,0.603,1.0,0.0,0.6,1.1,5.0,3.0,0.0,"11,450,000 (04 May 26)",,1314617867,YENİKÖY MOTORS 2023 PORSCHE TAYCAN GTS-BOSE-SOĞU­TMA-360°-BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-yenikoy-motors-2023-porsche-taycan-gts-bose-sogutma-360-bayi-1314617867/detay
45,62.6,Taycan,2020,98000,5950000,47.0,4.8,4,4,138,Yes,No,0.0,0.0,0.0,50.0,PB Plus (93.4 kWh),Sahibinden,Hayır,16333,1.276,0.456,1.0,0.877,0.1,0.95,5.0,0.0,0.0,"6,250,000 (07 Feb 26) -> 5,700,000 (01 Mar 26) -> 6,250,000 (02 Mar 26) -> 5,990,000 (01 Apr 26) -> 5,600,000 (15 Apr 26) -> 5,800,000 (17 May 26) -> 6,100,000 (01 Jun 26) -> 5,950,000 (17 Jun 26)",,1264509367,2021 çıkışlı,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-2021-cikisli-1264509367/detay
46,62.3,4S,2022,58170,7950000,3.8,0.0,0,1,16,Yes,Yes,0.0,0.0,0.0,0.0,PB (79.2 kWh),Galeriden,Hayır,14542,0.878,0.515,1.0,0.0,0.4,1.0,5.0,3.0,0.0,"7,950,000 (09 Jun 26)",,1320347664,ASKAR OTOMOTİV'DEN 2022 MODEL TAYCAN 4S PERFORMANCE 530 BG BAYİ,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-askar-otomotiv-den-2022-model-taycan-4s-performance-530-bg-bayi-1320347664/detay
47,62.2,Turbo S,2020,23124,8590000,45.0,2.3,2,9,138,Yes,No,0.0,0.0,0.0,46.0,PB Plus (93.4 kWh),Galeriden,Hayır,3854,0.441,0.872,1.0,0.807,0.1,1.08,5.0,0.0,0.0,"8,790,000 (07 Feb 26) -> 8,650,000 (04 May 26) -> 8,590,000 (01 Jun 26)",,1120195391,"ALBAYRAC 2020 TAYCAN TURBO S ""BOYASIZ, PDLS PLUS, KARBON JANT",https://www.sahibinden.com/ilan/vasita-otomobil-porsche-albayrac-2020-taycan-turbo-s-boyasiz-pdls-plus-karbon-jant-1120195391/detay
48,62.1,4S,2022,13334,8050000,26.4,4.2,3,1,52,No,Yes,0.0,1.0,0.0,30.0,PB (79.2 kWh),Yetkili Bayiden,Hayır,3334,0.736,0.889,0.875,0.526,0.4,1.0,0.0,3.0,0.0,"8,400,000 (04 May 26) -> 8,300,000 (11 Jun 26) -> 8,150,000 (21 Jun 26) -> 8,050,000 (25 Jun 26)",,1314875738,DOĞUŞ OTO ANKARA - 2022 PORSCHE TAYCAN 4S,https://www.sahibinden.com/ilan/vasita-otomobil-porsche-dogus-oto-ankara-2022-porsche-taycan-4s-1314875738/detay
